row,sample
4785,holdout
4786,development
4787,holdout
4788,development
4789,development
4790,holdout
4791,holdout
4792,development
4793,holdout
4794,development
4795,development
4796,development
4797,holdout
4798,development
4799,holdout
4800,development
4801,holdout
4802,development
4803,development
4804,development
4805,holdout
4806,holdout
4807,development
4808,holdout
4809,development
4810,holdout
4811,development
4812,development
4813,holdout
4814,development
4815,development
4816,development
4817,development
4818,development
4819,development
4820,development
4821,development
4822,development
4823,development
4824,development
4825,development
4826,development
4827,development
4828,development
4829,development
4830,development
4831,development
4832,development
4833,development
4834,development
4835,holdout
4836,development
4837,development
4838,holdout
4839,development
4840,holdout
4841,development
4842,development
4843,development
4844,development
4845,development
4846,holdout
4847,development
4848,holdout
4849,development
4850,development
4851,development
4852,development
4853,development
4854,holdout
4855,holdout
4856,development
4857,development
4858,development
4859,development
4860,development
4861,holdout
4862,holdout
4863,development
4864,development
4865,development
4866,development
4867,development
4868,holdout
4869,holdout
4870,holdout
4871,holdout
4872,development
4873,holdout
4874,holdout
4875,holdout
4876,development
4877,holdout
4878,development
4879,holdout
4880,development
4881,holdout
4882,development
4883,development
4884,development
4885,development
4886,development
4887,holdout
4888,development
4889,development
4890,development
4891,holdout
4892,holdout
4893,development
4894,holdout
4895,holdout
4896,holdout
4897,holdout
4898,development
4899,development
4900,holdout
4901,development
4902,development
4903,development
4904,development
4905,holdout
4906,development
4907,holdout
4908,development
4909,development
4910,development
4911,development
4912,development
4913,holdout
4914,holdout
4915,development
4916,development
4917,development
4918,holdout
4919,development
4920,holdout
4921,development
4922,holdout
4923,holdout
4924,development
4925,development
4926,development
4927,development
4928,development
4929,development
4930,holdout
4931,holdout
4932,development
4933,development
4934,holdout
4935,holdout
4936,development
4937,holdout
4938,development
4939,development
4940,development
4941,holdout
4942,development
4943,holdout
4944,development
4945,development
4946,development
4947,development
4948,development
4949,development
4950,development
4951,development
4952,development
4953,development
4954,development
4955,development
4956,holdout
4957,holdout
4958,development
4959,development
4960,holdout
4961,holdout
4962,development
4963,holdout
4964,development
4965,development
4966,holdout
4967,development
4968,development
4969,holdout
4970,development
4971,development
4972,development
4973,holdout
4974,development
4975,development
4976,development
4977,development
4978,holdout
4979,development
4980,development
4981,development
4982,development
4983,development
4984,development
4985,development
4986,holdout
4987,development
4988,development
4989,development
4990,development
4991,development
4992,development
4993,development
4994,development
4995,development
4996,holdout
4997,development
4998,development
4999,holdout
5000,development
5001,development
5002,development
5003,development
5004,development
5005,development
5006,development
5007,holdout
5008,holdout
5009,development
5010,development
5011,holdout
5012,development
5013,development
5014,development
5015,holdout
5016,holdout
5017,development
5018,development
5019,development
5020,development
5021,development
5022,holdout
5023,development
5024,development
5025,holdout
5026,development
5027,holdout
5028,development
5029,development
5030,development
5031,development
5032,development
5033,development
5034,development
5035,holdout
5036,holdout
5037,holdout
5038,development
5039,development
5040,holdout
5041,development
5042,holdout
5043,development
5044,development
5045,development
5046,holdout
5047,development
5048,development
5049,development
5050,holdout
5051,development
5052,development
5053,development
5054,holdout
5055,holdout
5056,development
5057,development
5058,holdout
5059,development
5060,development
5061,development
5062,holdout
5063,holdout
5064,holdout
5065,development
5066,development
5067,development
5068,holdout
5069,development
5070,development
5071,development
5072,development
5073,development
5074,development
5075,development
5076,holdout
5077,development
5078,holdout
5079,development
5080,holdout
5081,holdout
5082,development
5083,development
5084,development
5085,development
5086,holdout
5087,holdout
5088,development
5089,holdout
5090,holdout
5091,holdout
5092,holdout
5093,development
5094,holdout
5095,development
5096,development
5097,holdout
5098,development
5099,development
5100,development
5101,holdout
5102,development
5103,development
5104,development
5105,development
5106,development
5107,development
5108,development
5109,development
5110,holdout
5111,holdout
5112,development
5113,development
5114,development
5115,development
5116,development
5117,holdout
5118,development
5119,development
5120,development
5121,development
5122,development
5123,development
5124,development
5125,development
5126,development
5127,development
5128,development
5129,development
5130,development
5131,holdout
5132,development
5133,holdout
5134,holdout
5135,development
5136,holdout
5137,development
5138,development
5139,development
5140,development
5141,development
5142,holdout
5143,development
5144,holdout
5145,development
5146,holdout
5147,holdout
5148,development
5149,development
5150,development
5151,development
5152,development
5153,holdout
5154,development
5155,development
5156,holdout
5157,development
5158,development
5159,holdout
5160,holdout
5161,development
5162,holdout
5163,development
5164,development
5165,development
5166,development
5167,development
5168,development
5169,development
5170,development
5171,holdout
5172,development
5173,holdout
5174,development
5175,development
5176,development
5177,development
5178,development
5179,development
5180,development
5181,holdout
5182,development
5183,development
5184,development
5185,development
5186,development
5187,development
5188,development
5189,development
5190,development
5191,development
5192,development
5193,development
5194,holdout
5195,development
5196,development
5197,development
5198,development
5199,development
5200,development
5201,holdout
5202,development
5203,development
5204,development
5205,development
5206,development
5207,development
5208,development
5209,holdout
5210,development
5211,development
5212,development
5213,holdout
5214,development
5215,development
5216,holdout
5217,development
5218,development
5219,holdout
5220,development
5221,development
5222,holdout
5223,development
5224,development
5225,holdout
5226,development
5227,development
5228,development
5229,development
5230,development
5231,development
5232,holdout
5233,development
5234,development
5235,holdout
5236,development
5237,holdout
5238,development
5239,development
5240,development
5241,development
5242,development
5243,holdout
5244,development
5245,holdout
5246,development
5247,holdout
5248,development
5249,development
5250,development
5251,development
5252,development
5253,development
5254,holdout
5255,development
5256,development
5257,development
5258,development
5259,development
5260,development
5261,development
5262,development
5263,development
5264,development
5265,development
5266,development
5267,development
5268,development
5269,holdout
5270,holdout
5271,holdout
5272,holdout
5273,holdout
5274,holdout
5275,development
5276,development
5277,development
5278,development
5279,development
5280,holdout
5281,development
5282,development
5283,holdout
5284,development
5285,development
5286,holdout
5287,development
5288,development
5289,development
5290,development
5291,development
5292,development
5293,development
5294,holdout
5295,holdout
5296,development
5297,development
5298,development
5299,development
5300,development
5301,development
5302,holdout
5303,development
5304,holdout
5305,holdout
5306,holdout
5307,development
5308,development
5309,holdout
5310,development
5311,development
5312,development
5313,holdout
5314,holdout
5315,development
5316,holdout
5317,holdout
5318,development
5319,development
5320,development
5321,development
5322,development
5323,holdout
5324,development
5325,development
5326,holdout
5327,development
5328,development
5329,development
5330,development
5331,holdout
5332,holdout
5333,holdout
5334,development
5335,development
5336,holdout
5337,development
5338,holdout
5339,development
5340,development
5341,holdout
5342,development
5343,development
5344,development
5345,development
5346,development
5347,development
5348,holdout
5349,holdout
5350,holdout
5351,development
5352,development
5353,development
5354,holdout
5355,holdout
5356,development
5357,development
5358,development
5359,development
5360,development
5361,holdout
5362,development
5363,holdout
5364,development
5365,development
5366,development
5367,development
5368,development
5369,holdout
5370,development
5371,development
5372,development
5373,development
5374,development
5375,development
5376,holdout
5377,development
5378,development
5379,holdout
5380,holdout
5381,holdout
5382,holdout
5383,development
5384,holdout
5385,development
5386,development
5387,holdout
5388,development
5389,holdout
5390,development
5391,development
5392,development
5393,holdout
5394,development
5395,development
5396,development
5397,holdout
5398,holdout
5399,holdout
5400,holdout
5401,development
5402,development
5403,development
5404,development
5405,development
5406,development
5407,development
5408,development
5409,development
5410,development
5411,development
5412,development
5413,development
5414,development
5415,development
5416,holdout
5417,development
5418,development
5419,development
5420,development
5421,holdout
5422,development
5423,holdout
5424,development
5425,holdout
5426,development
5427,development
5428,development
5429,development
5430,development
5431,development
5432,development
5433,development
5434,holdout
5435,development
5436,development
5437,development
5438,development
5439,development
5440,holdout
5441,development
5442,holdout
5443,holdout
5444,development
5445,development
5446,holdout
5447,development
5448,holdout
5449,development
5450,development
5451,development
5452,development
5453,holdout
5454,development
5455,development
5456,development
5457,holdout
5458,development
5459,development
5460,development
5461,development
5462,holdout
5463,holdout
5464,development
5465,development
5466,holdout
5467,development
5468,development
5469,development
5470,development
5471,development
5472,development
5473,development
5474,development
5475,development
5476,holdout
5477,development
5478,holdout
5479,development
5480,development
5481,development
5482,development
5483,development
5484,development
5485,development
5486,holdout
5487,development
5488,development
5489,holdout
5490,development
5491,holdout
5492,development
5493,development
5494,development
5495,development
5496,development
5497,development
5498,holdout
5499,development
5500,development
5501,holdout
5502,development
5503,development
5504,development
5505,development
5506,development
5507,holdout
5508,holdout
5509,development
5510,holdout
5511,development
5512,development
5513,development
5514,development
5515,development
5516,holdout
5517,development
5518,development
5519,development
5520,holdout
5521,development
5522,development
5523,development
5524,development
5525,development
5526,holdout
5527,development
5528,development
5529,development
5530,holdout
5531,development
5532,holdout
5533,development
5534,development
5535,holdout
5536,development
5537,development
5538,holdout
5539,development
5540,holdout
5541,development
5542,development
5543,development
5544,development
5545,development
5546,development
5547,holdout
5548,holdout
5549,development
5550,holdout
5551,development
5552,development
5553,holdout
5554,development
5555,holdout
5556,development
5557,development
5558,development
5559,development
5560,development
5561,holdout
5562,development
5563,holdout
5564,development
5565,development
5566,development
5567,development
5568,development
5569,development
5570,development
5571,development
5572,holdout
5573,development
5574,development
5575,development
5576,development
5577,development
5578,development
5579,development
5580,development
5581,development
5582,development
5583,development
5584,development
5585,holdout
5586,holdout
5587,development
5588,development
5589,holdout
5590,holdout
5591,development
5592,development
5593,holdout
5594,development
5595,development
5596,holdout
5597,development
5598,development
5599,development
5600,development
5601,development
5602,development
5603,development
5604,holdout
5605,holdout
5606,holdout
5607,development
5608,development
5609,development
5610,development
5611,development
5612,development
5613,development
5614,development
5615,holdout
5616,development
5617,holdout
5618,development
5619,development
5620,holdout
5621,holdout
5622,holdout
5623,holdout
5624,development
5625,development
5626,development
5627,development
5628,development
5629,holdout
5630,holdout
5631,development
5632,development
5633,development
5634,development
5635,development
5636,holdout
5637,development
5638,development
5639,development
5640,development
5641,development
5642,holdout
5643,development
5644,development
5645,holdout
5646,holdout
5647,development
5648,holdout
5649,holdout
5650,development
5651,development
5652,holdout
5653,development
5654,development
5655,development
5656,development
5657,development
5658,development
5659,development
5660,development
5661,development
5662,development
5663,development
5664,development
5665,holdout
5666,development
5667,holdout
5668,holdout
5669,holdout
5670,development
5671,development
5672,holdout
5673,development
5674,holdout
5675,development
5676,development
5677,development
5678,development
5679,holdout
5680,holdout
5681,holdout
5682,development
5683,holdout
5684,holdout
5685,development
5686,development
5687,holdout
5688,holdout
5689,development
5690,development
5691,development
5692,holdout
5693,development
5694,development
5695,development
5696,holdout
5697,holdout
5698,holdout
5699,development
5700,development
5701,development
5702,development
5703,development
5704,holdout
5705,development
5706,development
5707,development
5708,development
5709,holdout
5710,holdout
5711,development
5712,development
5713,development
5714,holdout
5715,development
5716,holdout
5717,development
5718,holdout
5719,development
5720,development
5721,development
5722,development
5723,holdout
5724,development
5725,development
5726,holdout
5727,development
5728,development
5729,holdout
5730,development
5731,development
5732,holdout
5733,development
5734,development
5735,development
5736,development
5737,development
5738,development
5739,development
5740,holdout
5741,holdout
5742,development
5743,development
5744,holdout
5745,holdout
5746,holdout
5747,development
5748,development
5749,development
5750,holdout
5751,development
5752,development
5753,development
5754,development
5755,development
5756,holdout
5757,holdout
5758,holdout
5759,development
5760,development
5761,holdout
5762,holdout
5763,holdout
5764,development
5765,holdout
5766,development
5767,holdout
5768,holdout
5769,holdout
5770,development
5771,development
5772,development
5773,development
5774,development
5775,development
5776,development
5777,holdout
5778,development
5779,development
5780,development
5781,development
5782,holdout
5783,holdout
5784,holdout
5785,development
5786,development
5787,development
5788,development
5789,development
5790,holdout
5791,development
5792,development
5793,development
5794,development
5795,development
5796,holdout
5797,holdout
5798,holdout
5799,development
5800,development
5801,development
5802,development
5803,development
5804,development
5805,development
5806,development
5807,holdout
5808,development
5809,holdout
5810,development
5811,development
5812,development
5813,development
5814,development
5815,development
5816,development
5817,development
5818,holdout
5819,development
5820,development
5821,development
5822,development
5823,development
5824,development
5825,development
5826,development
5827,development
5828,holdout
5829,holdout
5830,development
5831,holdout
5832,holdout
5833,development
5834,development
5835,development
5836,development
5837,development
5838,development
5839,development
5840,holdout
5841,development
5842,development
5843,holdout
5844,development
5845,development
5846,development
5847,holdout
5848,development
5849,development
5850,holdout
5851,holdout
5852,development
5853,development
5854,development
5855,holdout
5856,development
5857,development
5858,development
5859,holdout
5860,holdout
5861,development
5862,development
5863,holdout
5864,development
5865,development
5866,development
5867,holdout
5868,development
5869,development
5870,development
5871,holdout
5872,holdout
5873,holdout
5874,development
5875,development
5876,development
5877,holdout
5878,development
5879,development
5880,holdout
5881,development
5882,development
5883,development
5884,holdout
5885,holdout
5886,development
5887,development
5888,development
5889,holdout
5890,development
5891,development
5892,development
5893,holdout
5894,holdout
5895,holdout
5896,holdout
5897,holdout
5898,development
5899,development
5900,development
5901,development
5902,development
5903,holdout
5904,development
5905,development
5906,development
5907,development
5908,development
5909,development
5910,development
5911,development
5912,development
5913,development
5914,development
5915,development
5916,development
5917,development
5918,holdout
5919,holdout
5920,development
5921,development
5922,holdout
5923,holdout
5924,development
5925,development
5926,development
5927,holdout
5928,development
5929,holdout
5930,development
5931,development
5932,development
5933,holdout
5934,development
5935,development
5936,holdout
5937,development
5938,holdout
5939,development
5940,holdout
5941,development
5942,development
5943,holdout
5944,development
5945,development
5946,development
5947,holdout
5948,holdout
5949,development
5950,development
5951,development
5952,holdout
5953,development
5954,development
5955,holdout
5956,development
5957,development
5958,development
5959,development
5960,development
5961,holdout
5962,development
5963,development
5964,holdout
5965,development
5966,development
5967,holdout
5968,holdout
5969,development
5970,holdout
5971,development
5972,holdout
5973,holdout
5974,development
5975,development
5976,development
5977,holdout
5978,development
5979,development
5980,development
5981,development
5982,holdout
5983,development
5984,holdout
5985,development
5986,development
5987,development
5988,holdout
5989,holdout
5990,development
5991,development
5992,development
5993,development
5994,development
5995,holdout
5996,development
5997,holdout
5998,holdout
5999,holdout
6000,development
6001,holdout
6002,development
6003,development
6004,holdout
6005,development
6006,holdout
6007,development
6008,holdout
6009,development
6010,development
6011,holdout
6012,development
6013,development
6014,development
6015,development
6016,development
6017,development
6018,development
6019,development
6020,development
6021,holdout
6022,development
6023,development
6024,development
6025,holdout
6026,development
6027,development
6028,development
6029,development
6030,development
6031,development
6032,holdout
6033,development
6034,development
6035,development
6036,holdout
6037,development
6038,holdout
6039,development
6040,development
6041,development
6042,development
6043,holdout
6044,development
6045,development
6046,development
6047,development
6048,development
6049,development
6050,development
6051,development
6052,holdout
6053,development
6054,development
6055,holdout
6056,development
6057,development
6058,development
6059,development
6060,development
6061,development
6062,development
6063,development
6064,holdout
6065,development
6066,development
6067,development
6068,development
6069,development
6070,development
6071,holdout
6072,development
6073,holdout
6074,holdout
6075,development
6076,holdout
6077,development
6078,development
6079,development
6080,holdout
6081,development
6082,holdout
6083,development
6084,holdout
6085,holdout
6086,development
6087,holdout
6088,development
6089,holdout
6090,development
6091,holdout
6092,development
6093,development
6094,development
6095,development
6096,holdout
6097,development
6098,development
6099,development
6100,holdout
6101,holdout
6102,development
6103,development
6104,development
6105,development
6106,development
6107,development
6108,development
6109,development
6110,holdout
6111,development
6112,development
6113,development
6114,holdout
6115,holdout
6116,development
6117,holdout
6118,development
6119,holdout
6120,holdout
6121,development
6122,development
6123,development
6124,holdout
6125,development
6126,development
6127,holdout
6128,development
6129,development
6130,development
6131,holdout
6132,development
6133,holdout
6134,holdout
6135,holdout
6136,holdout
6137,development
6138,holdout
6139,development
6140,holdout
6141,development
6142,development
6143,development
6144,holdout
6145,development
6146,development
6147,development
6148,development
6149,development
6150,holdout
6151,development
6152,development
6153,holdout
6154,development
6155,development
6156,development
6157,development
6158,development
6159,holdout
6160,holdout
6161,development
6162,holdout
6163,development
6164,holdout
6165,development
6166,development
6167,development
6168,development
6169,development
6170,development
6171,development
6172,holdout
6173,holdout
6174,holdout
6175,development
6176,development
6177,development
6178,holdout
6179,development
6180,development
6181,development
6182,development
6183,development
6184,development
6185,development
6186,holdout
6187,development
6188,development
6189,development
6190,development
6191,development
6192,holdout
6193,holdout
6194,development
6195,development
6196,development
6197,development
6198,development
6199,development
6200,holdout
6201,development
6202,development
6203,development
6204,development
6205,development
6206,holdout
6207,development
6208,development
6209,development
6210,holdout
6211,holdout
6212,development
6213,development
6214,development
6215,holdout
6216,development
6217,holdout
6218,development
6219,development
6220,development
6221,holdout
6222,development
6223,development
6224,development
6225,development
6226,development
6227,development
6228,holdout
6229,development
6230,development
6231,development
6232,development
6233,development
6234,development
6235,development
6236,development
6237,holdout
6238,holdout
6239,development
6240,holdout
6241,development
6242,holdout
6243,holdout
6244,development
6245,development
6246,development
6247,development
6248,development
6249,development
6250,development
6251,development
6252,holdout
6253,development
6254,holdout
6255,holdout
6256,development
6257,development
6258,holdout
6259,development
6260,development
6261,development
6262,development
6263,development
6264,development
6265,development
6266,development
6267,holdout
6268,holdout
6269,development
6270,holdout
6271,holdout
6272,development
6273,development
6274,development
6275,development
6276,development
6277,development
6278,holdout
6279,development
6280,development
6281,development
6282,holdout
6283,development
6284,holdout
6285,holdout
6286,development
6287,development
6288,holdout
6289,holdout
6290,development
6291,development
6292,development
6293,development
6294,holdout
6295,development
6296,holdout
6297,development
6298,development
6299,development
6300,development
6301,development
6302,development
6303,development
6304,development
6305,development
6306,holdout
6307,development
6308,holdout
6309,development
6310,holdout
6311,development
6312,development
6313,holdout
6314,development
6315,holdout
6316,development
6317,holdout
6318,development
6319,development
6320,holdout
6321,holdout
6322,development
6323,development
6324,holdout
6325,development
6326,holdout
6327,development
6328,development
6329,development
6330,holdout
6331,development
6332,holdout
6333,holdout
6334,development
6335,development
6336,development
6337,development
6338,holdout
6339,development
6340,development
6341,holdout
6342,development
6343,development
6344,development
6345,holdout
6346,development
6347,holdout
6348,holdout
6349,development
6350,development
6351,development
6352,development
6353,development
6354,development
6355,holdout
6356,holdout
6357,holdout
6358,holdout
6359,development
6360,development
6361,development
6362,development
6363,development
6364,holdout
6365,development
6366,development
6367,development
6368,development
6369,development
6370,development
6371,development
6372,holdout
6373,development
6374,holdout
6375,holdout
6376,development
6377,development
6378,development
6379,development
6380,development
6381,development
6382,development
6383,holdout
6384,development
6385,development
6386,holdout
6387,holdout
6388,holdout
6389,holdout
6390,development
6391,holdout
6392,holdout
6393,development
6394,development
6395,development
6396,development
6397,holdout
6398,development
6399,development
6400,holdout
6401,development
6402,development
6403,development
6404,development
6405,development
6406,development
6407,holdout
6408,holdout
6409,holdout
6410,holdout
6411,development
6412,development
6413,development
6414,holdout
6415,development
6416,development
6417,holdout
6418,development
6419,holdout
6420,holdout
6421,development
6422,holdout
6423,development
6424,development
6425,development
6426,development
6427,holdout
6428,development
6429,holdout
6430,development
6431,development
6432,holdout
6433,development
6434,development
6435,development
6436,development
6437,development
6438,holdout
6439,development
6440,development
6441,development
6442,development
6443,holdout
6444,development
6445,development
6446,development
6447,holdout
6448,holdout
6449,development
6450,development
6451,development
6452,holdout
6453,holdout
6454,development
6455,development
6456,development
6457,development
6458,holdout
6459,development
6460,development
6461,development
6462,development
6463,development
6464,development
6465,holdout
6466,development
6467,development
6468,development
6469,development
6470,development
6471,development
6472,development
6473,development
6474,holdout
6475,holdout
6476,development
6477,holdout
6478,development
6479,holdout
6480,development
6481,holdout
6482,development
6483,development
6484,holdout
6485,development
6486,holdout
6487,holdout
6488,holdout
6489,development
6490,development
6491,development
6492,holdout
6493,holdout
6494,development
6495,development
6496,holdout
6497,holdout
6498,holdout
6499,development
6500,holdout
6501,holdout
6502,development
6503,holdout
6504,development
6505,development
6506,development
6507,development
6508,development
6509,development
6510,holdout
6511,development
6512,development
6513,development
6514,holdout
6515,holdout
6516,development
6517,development
6518,development
6519,development
6520,holdout
6521,development
6522,development
6523,development
6524,holdout
6525,holdout
6526,holdout
6527,development
6528,development
6529,development
6530,holdout
6531,development
6532,development
6533,development
6534,development
6535,development
6536,development
6537,holdout
6538,holdout
6539,development
6540,development
6541,holdout
6542,development
6543,development
6544,development
6545,development
6546,development
6547,development
6548,development
6549,development
6550,holdout
6551,development
6552,development
6553,development
6554,holdout
6555,development
6556,development
6557,development
6558,holdout
6559,development
6560,development
6561,holdout
6562,holdout
6563,holdout
6564,development
6565,holdout
6566,holdout
6567,holdout
6568,development
6569,development
6570,development
6571,development
6572,development
6573,holdout
6574,holdout
6575,development
6576,holdout
6577,holdout
6578,development
6579,development
6580,development
6581,development
6582,development
6583,development
6584,development
6585,development
6586,holdout
6587,development
6588,development
6589,holdout
6590,holdout
6591,development
6592,holdout
6593,development
6594,holdout
6595,development
6596,development
6597,development
6598,development
6599,development
6600,holdout
6601,development
6602,development
6603,holdout
6604,holdout
6605,development
6606,development
6607,development
6608,development
6609,holdout
6610,development
6611,development
6612,development
6613,development
6614,development
6615,development
6616,holdout
6617,development
6618,development
6619,development
6620,development
6621,holdout
6622,development
6623,development
6624,development
6625,development
6626,development
6627,development
6628,development
6629,development
6630,development
6631,development
6632,development
6633,holdout
6634,holdout
6635,development
6636,development
6637,development
6638,development
6639,development
6640,holdout
6641,development
6642,development
6643,holdout
6644,development
6645,holdout
6646,development
6647,holdout
6648,development
6649,holdout
6650,holdout
6651,development
6652,development
6653,development
6654,development
6655,development
6656,development
6657,holdout
6658,development
6659,development
6660,development
6661,development
6662,development
6663,development
6664,holdout
6665,holdout
6666,holdout
6667,holdout
6668,development
6669,development
6670,development
6671,development
6672,holdout
6673,holdout
6674,holdout
6675,development
6676,development
6677,development
6678,development
6679,development
6680,holdout
6681,development
6682,development
6683,development
6684,development
6685,development
6686,development
6687,development
6688,development
6689,development
6690,development
6691,development
6692,development
6693,holdout
6694,holdout
6695,development
6696,development
6697,development
6698,development
6699,development
6700,development
6701,development
6702,holdout
6703,development
6704,development
6705,development
6706,development
6707,holdout
6708,development
6709,holdout
6710,development
6711,development
6712,development
6713,development
6714,development
6715,development
6716,development
6717,development
6718,development
6719,development
6720,development
6721,holdout
6722,development
6723,development
6724,development
6725,development
6726,development
6727,development
6728,development
6729,development
6730,development
6731,development
6732,development
6733,development
6734,holdout
6735,holdout
6736,development
6737,development
6738,development
6739,holdout
6740,holdout
6741,development
6742,holdout
6743,holdout
6744,holdout
6745,holdout
6746,holdout
6747,holdout
6748,development
6749,development
6750,development
6751,development
6752,development
6753,holdout
6754,development
6755,holdout
6756,development
6757,development
6758,development
6759,holdout
6760,holdout
6761,development
6762,holdout
6763,development
6764,holdout
6765,development
6766,development
6767,development
6768,development
6769,development
6770,development
6771,development
6772,development
6773,development
6774,development
6775,development
6776,development
6777,development
6778,development
6779,holdout
6780,development
6781,development
6782,development
6783,development
6784,holdout
6785,development
6786,development
6787,development
6788,development
6789,development
6790,development
6791,holdout
6792,development
6793,development
6794,development
6795,holdout
6796,development
6797,holdout
6798,development
6799,holdout
6800,development
6801,development
6802,development
6803,development
6804,development
6805,development
6806,development
6807,holdout
6808,development
6809,development
6810,development
6811,development
6812,development
6813,holdout
6814,development
6815,holdout
6816,development
6817,development
6818,development
6819,holdout
6820,development
6821,holdout
6822,development
6823,development
6824,development
6825,holdout
6826,holdout
6827,development
6828,holdout
6829,holdout
6830,development
6831,holdout
6832,development
6833,development
6834,development
6835,holdout
6836,holdout
6837,holdout
6838,development
6839,development
6840,development
6841,development
6842,development
6843,development
6844,development
6845,development
6846,development
6847,development
6848,holdout
6849,holdout
6850,development
6851,development
6852,development
6853,development
6854,holdout
6855,development
6856,holdout
6857,development
6858,development
6859,holdout
6860,development
6861,development
6862,development
6863,development
6864,development
6865,holdout
6866,development
6867,holdout
6868,development
6869,development
6870,development
6871,holdout
6872,development
6873,holdout
6874,development
6875,development
6876,development
6877,development
6878,development
6879,development
6880,development
6881,development
6882,development
6883,development
6884,holdout
6885,development
6886,development
6887,development
6888,development
6889,development
6890,development
6891,development
6892,holdout
6893,development
6894,development
6895,development
6896,development
6897,development
6898,holdout
6899,holdout
6900,development
6901,holdout
6902,development
6903,holdout
6904,development
6905,development
6906,holdout
6907,holdout
6908,holdout
6909,development
6910,development
6911,development
6912,development
6913,development
6914,development
6915,development
6916,development
6917,development
6918,development
6919,development
6920,development
6921,development
6922,development
6923,holdout
6924,holdout
6925,development
6926,holdout
6927,development
6928,development
6929,development
6930,holdout
6931,holdout
6932,development
6933,development
6934,development
6935,development
6936,development
6937,holdout
6938,development
6939,development
6940,development
6941,development
6942,development
6943,development
6944,development
6945,development
6946,development
6947,holdout
6948,holdout
6949,holdout
6950,holdout
6951,development
6952,development
6953,development
6954,development
6955,development
6956,holdout
6957,development
6958,development
6959,development
6960,development
6961,development
6962,development
6963,development
6964,development
6965,holdout
6966,development
6967,development
6968,development
6969,development
6970,development
6971,holdout
6972,development
6973,development
6974,holdout
6975,holdout
6976,development
6977,holdout
6978,holdout
6979,holdout
6980,development
6981,development
6982,development
6983,holdout
6984,development
6985,development
6986,development
6987,holdout
6988,holdout
6989,development
6990,holdout
6991,development
6992,development
6993,holdout
6994,development
6995,holdout
6996,development
6997,holdout
6998,holdout
6999,development
7000,development
7001,development
7002,holdout
7003,holdout
7004,development
7005,holdout
7006,holdout
7007,development
7008,development
7009,development
7010,development
7011,holdout
7012,development
7013,holdout
7014,development
7015,development
7016,development
7017,development
7018,development
7019,development
7020,holdout
7021,development
7022,development
7023,development
7024,development
7025,development
7026,development
7027,development
7028,holdout
7029,holdout
7030,holdout
7031,development
7032,development
7033,development
7034,development
7035,development
7036,development
7037,holdout
7038,development
7039,development
7040,holdout
7041,holdout
7042,holdout
7043,development
7044,holdout
7045,development
7046,holdout
7047,holdout
7048,development
7049,development
7050,holdout
7051,development
7052,development
7053,development
7054,development
7055,development
7056,holdout
7057,development
7058,development
7059,development
7060,development
7061,holdout
7062,development
7063,holdout
7064,development
7065,development
7066,development
7067,development
7068,development
7069,development
7070,development
7071,holdout
7072,development
7073,development
7074,development
7075,development
7076,development
7077,development
7078,development
7079,holdout
7080,holdout
7081,development
7082,development
7083,development
7084,development
7085,development
7086,development
7087,development
7088,holdout
7089,development
7090,holdout
7091,development
7092,development
7093,development
7094,development
7095,development
7096,holdout
7097,development
7098,development
7099,development
7100,development
7101,development
7102,development
7103,development
7104,development
7105,development
7106,holdout
7107,holdout
7108,holdout
7109,development
7110,holdout
7111,development
7112,development
7113,development
7114,development
7115,development
7116,holdout
7117,development
7118,development
7119,development
7120,holdout
7121,development
7122,development
7123,development
7124,holdout
7125,development
7126,holdout
7127,development
7128,development
7129,development
7130,holdout
7131,development
7132,development
7133,development
7134,development
7135,development
7136,development
7137,holdout
7138,development
7139,development
7140,development
7141,holdout
7142,development
7143,development
7144,holdout
7145,development
7146,holdout
7147,development
7148,development
7149,development
7150,development
7151,holdout
7152,holdout
7153,development
7154,development
7155,development
7156,development
7157,development
7158,development
7159,holdout
7160,holdout
7161,holdout
7162,development
7163,development
7164,holdout
7165,holdout
7166,development
7167,development
7168,development
7169,development
7170,holdout
7171,development
7172,development
7173,development
7174,development
7175,holdout
7176,development
7177,development
7178,development
7179,holdout
7180,development
7181,development
7182,holdout
7183,development
7184,holdout
7185,development
7186,holdout
7187,development
7188,holdout
7189,development
7190,development
7191,development
7192,development
7193,development
7194,development
7195,development
7196,development
7197,development
7198,development
7199,development
7200,holdout
7201,development
7202,development
7203,development
7204,development
7205,development
7206,development
7207,development
7208,development
7209,development
7210,development
7211,development
7212,development
7213,holdout
7214,development
7215,development
7216,development
7217,development
7218,development
7219,development
7220,holdout
7221,development
7222,development
7223,development
7224,development
7225,holdout
7226,holdout
7227,holdout
7228,development
7229,holdout
7230,holdout
7231,holdout
7232,development
7233,holdout
7234,development
7235,holdout
7236,development
7237,holdout
7238,development
7239,holdout
7240,development
7241,development
7242,holdout
7243,development
7244,holdout
7245,development
7246,development
7247,development
7248,holdout
7249,development
7250,development
7251,development
7252,development
7253,development
7254,development
7255,development
7256,holdout
7257,holdout
7258,development
7259,holdout
7260,holdout
7261,development
7262,development
7263,development
7264,holdout
7265,development
7266,development
7267,development
7268,development
7269,development
7270,development
7271,holdout
7272,development
7273,holdout
7274,development
7275,development
7276,development
7277,holdout
7278,holdout
7279,development
7280,development
7281,development
7282,development
7283,development
7284,development
7285,development
7286,holdout
7287,development
